ID,Age,Gender,Education Level,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Emotional Intelligence,Risk Tolerance,Stress Resilience,Decision-Making Style,Motivation Type,Logical Reasoning,Verbal Ability,Numerical Ability,Creativity,Memory/Attention Span,Learning Style,Analytical Thinking,Communication,Leadership,Problem-Solving,Technical/Programming,Artistic/Design,Empathy & Counseling Ability,Negotiation/Persuasion,Entrepreneurial Drive,Domain-Specific Skill,Interests,Preferred Work Environment,Values & Motivators,Career Recommendation
527,42,Female,High School,10,2,8,3,6,1,9,7,Collaborative,Extrinsic,9,1,3,8,1,Reading/Writing,5,2,1,10,9,1,7,4,8,Urban Planning,"Sports, Hospitality, Research",Fast-paced,"Recognition, Adventure, Legacy",Media Producer
528,16,Male,Graduate,8,9,1,5,4,3,3,5,Intuitive,Intrinsic,6,7,8,6,9,Reading/Writing,6,10,1,9,8,2,3,4,3,Teaching Pedagogy,"Media, Politics",Team-oriented,"Adventure, Stability",Civil Servant
529,36,Male,Self-taught,5,9,3,5,8,3,2,4,Intuitive,Extrinsic,4,5,9,7,7,Auditory,6,2,6,9,7,8,4,3,6,"Hospital Management, Wildlife Conservation","Environment, Defense, Public Policy, Agriculture",Independent,"Stability, Legacy",Fashion Stylist
530,41,Female,High School,8,5,5,10,6,7,7,6,Risk-averse,Extrinsic,1,6,7,9,6,Reading/Writing,7,9,1,10,2,9,9,8,3,Film Direction,"Design, Space",Structured/Organized,"Service, Impact, Innovation",Cybersecurity Analyst
531,17,Female,Graduate,9,7,8,2,4,1,3,4,Collaborative,Extrinsic,8,9,10,7,4,Auditory,8,7,3,1,6,1,5,1,10,Cybersecurity,"Public Policy, Art, Hospitality, Defense",Hands-on/Fieldwork,"Innovation, Stability, Service",Curriculum Designer
532,45,Male,Undergraduate,1,6,10,7,9,4,2,5,Risk-averse,Mixed,3,2,7,5,6,Auditory,5,3,6,8,1,10,6,3,9,"Renewable Energy Systems, Wildlife Conservation","Law, Environment",Fast-paced,"Service, Growth",Judge’s Clerk
533,31,Male,Vocational,1,7,4,1,6,5,5,5,Risk-averse,Mixed,5,5,10,9,8,Auditory,4,7,7,2,1,4,4,7,6,Legal Writing,"Public Policy, Literature",Fast-paced,"Legacy, Recognition, Service",Media Producer
534,17,Female,Graduate,2,1,5,1,1,7,2,8,Analytical,Mixed,8,9,1,1,1,Visual,3,6,9,1,8,4,7,1,6,Surgery,"Media, Software, Research",Flexible Remote,"Impact, Money, Recognition",Pediatric Surgeon
535,44,Female,Undergraduate,4,4,2,7,9,1,9,7,Collaborative,Mixed,9,4,6,8,3,Reading/Writing,10,8,1,2,4,5,9,7,9,"Diplomacy, Hospital Management","Politics, Hospitality",Team-oriented,"Legacy, Recognition",Policy Analyst
536,16,Female,Self-taught,1,1,4,2,4,7,1,5,Risk-averse,Intrinsic,3,10,1,1,9,Reading/Writing,9,8,2,9,2,6,7,9,7,Nutrition Science,"Agriculture, Science, Politics",Hands-on/Fieldwork,"Innovation, Money",Climate Scientist
537,18,Female,PhD,5,7,8,5,3,4,8,1,Collaborative,Intrinsic,2,8,6,5,7,Reading/Writing,3,7,3,1,6,8,4,10,7,Nutrition Science,"Teaching, Design",Independent,"Legacy, Adventure, Freedom",Astrophysics Researcher
538,34,Male,Self-taught,1,6,6,3,1,5,4,10,Collaborative,Extrinsic,3,5,8,3,5,Auditory,1,9,1,3,1,7,3,6,5,"Astrophysics, Urban Planning","Agriculture, AI",Independent,"Impact, Adventure, Service",Cloud Architect
539,33,Female,PhD,10,2,9,3,5,5,3,7,Intuitive,Mixed,9,5,1,2,6,Kinesthetic,10,9,2,4,10,5,1,8,6,"Legal Writing, Nutrition Science","Politics, Defense, Public Policy",Hands-on/Fieldwork,"Legacy, Creativity",Cybersecurity Analyst
540,29,Male,Vocational,6,5,1,7,2,6,2,9,Collaborative,Mixed,7,8,7,3,8,Visual,1,10,6,2,9,1,2,7,2,Urban Planning,"Media, Hospitality",Flexible Remote,"Money, Stability",Biomedical Engineer
541,39,Male,PhD,7,8,8,2,10,10,10,2,Intuitive,Mixed,4,1,9,5,2,Reading/Writing,8,1,9,5,8,4,6,6,2,Architecture,"Teaching, Software, Public Policy",Structured/Organized,"Innovation, Legacy",Clinical Psychologist
542,37,Male,Self-taught,8,5,5,6,1,10,4,9,Analytical,Extrinsic,3,3,2,4,8,Kinesthetic,5,7,1,6,4,4,10,8,4,"Fashion Design, Nutrition Science","Research, Social Work",Team-oriented,"Adventure, Service",Astrophysics Researcher
543,35,Male,High School,10,1,1,1,8,7,4,4,Risk-averse,Extrinsic,8,5,9,8,9,Reading/Writing,1,2,4,3,1,1,1,7,9,Fashion Design,"Design, Space, Teaching, Medicine",Structured/Organized,"Adventure, Security",Cloud Architect
544,16,Male,PhD,7,3,1,2,1,4,10,8,Intuitive,Extrinsic,5,7,10,7,7,Kinesthetic,1,2,3,3,10,2,5,8,1,"Surgery, Legal Writing","Space, Literature, Business, Environment",Independent,"Creativity, Stability",eSports Manager
545,42,Male,Undergraduate,5,8,3,9,1,7,5,9,Collaborative,Mixed,6,7,2,3,3,Reading/Writing,9,4,7,3,2,8,5,10,4,Sports Training,"Politics, Defense, Hospitality, Agriculture",Research-driven,"Innovation, Growth, Recognition",Wildlife Conservationist
546,41,Female,PhD,4,3,1,8,6,5,2,6,Risk-averse,Extrinsic,10,5,7,5,7,Reading/Writing,3,2,9,6,8,3,9,5,5,"Data Analysis, Surgery","Agriculture, Hospitality, Design",Hands-on/Fieldwork,"Money, Impact, Legacy",University Lecturer
547,24,Male,PhD,7,4,9,5,9,6,10,9,Analytical,Intrinsic,6,8,2,1,8,Visual,4,3,6,1,1,3,9,6,5,"Wildlife Conservation, Fashion Design","Design, Science, Medicine",Research-driven,"Stability, Security, Service",Investment Banker
548,19,Female,PhD,8,5,8,8,2,9,4,1,Intuitive,Mixed,9,3,5,9,9,Visual,1,6,5,4,2,6,5,9,4,Teaching Pedagogy,"Social Work, Medicine, Agriculture, Business",Structured/Organized,"Freedom, Adventure, Money",Digital Content Strategist
549,33,Male,High School,3,5,6,4,8,5,2,3,Intuitive,Intrinsic,1,10,4,3,10,Kinesthetic,5,6,2,7,1,3,1,9,1,Hospital Management,"Finance, Public Policy, Social Work, Literature",Team-oriented,"Impact, Growth",Civil Servant
550,22,Female,Graduate,5,9,2,6,10,4,6,1,Risk-averse,Mixed,4,9,7,10,5,Kinesthetic,8,10,2,1,1,10,7,2,8,"Diplomacy, Cybersecurity","AI, Media, Design, Public Policy",Fast-paced,"Freedom, Money, Creativity",Renewable Energy Engineer
551,29,Male,Undergraduate,9,8,7,6,9,2,1,5,Analytical,Mixed,3,2,10,10,4,Kinesthetic,4,4,4,3,1,9,1,7,8,Data Analysis,"Software, Teaching",Research-driven,"Recognition, Service, Impact",Film Director
552,40,Female,PhD,7,2,2,3,10,3,7,5,Analytical,Intrinsic,5,7,3,4,5,Visual,8,9,2,7,3,2,4,9,5,Wildlife Conservation,"Hospitality, Defense, AI, Public Policy",Independent,"Innovation, Stability",Nutritionist
553,44,Female,Self-taught,1,1,9,8,8,9,6,6,Collaborative,Extrinsic,10,9,10,5,2,Reading/Writing,7,1,2,7,3,7,10,9,5,"Surgery, Cybersecurity","Science, Business",Hands-on/Fieldwork,"Growth, Adventure, Freedom",Agritech Specialist
554,40,Male,Vocational,1,5,3,5,8,6,6,8,Intuitive,Mixed,1,4,1,8,10,Auditory,3,1,5,2,1,1,7,3,7,Diplomacy,"Social Work, AI, Defense",Creative/Artistic,"Stability, Adventure",Climate Scientist
555,32,Male,PhD,4,5,2,6,4,6,10,8,Intuitive,Extrinsic,8,9,4,8,5,Auditory,8,8,1,4,9,7,9,8,6,Data Analysis,"Literature, Science, Public Policy",Structured/Organized,"Legacy, Security, Service",Digital Content Strategist
556,43,Male,Vocational,1,8,7,2,2,3,1,5,Intuitive,Mixed,2,7,9,4,5,Auditory,5,5,9,1,9,10,2,10,4,Music Composition,"Finance, Art, Medicine",Fast-paced,"Money, Security, Freedom",Chef
557,42,Male,PhD,6,4,9,6,7,2,4,4,Collaborative,Mixed,4,1,7,6,5,Kinesthetic,9,4,10,8,7,4,5,8,6,"Diplomacy, Film Direction","Science, Hospitality",Fast-paced,"Innovation, Stability, Adventure",Robotics Engineer
558,21,Female,PhD,3,1,1,9,1,3,5,8,Analytical,Extrinsic,5,6,8,7,4,Reading/Writing,3,6,9,8,4,6,5,4,4,Hospital Management,"Space, Finance, Social Work",Hands-on/Fieldwork,"Money, Creativity",Fashion Stylist
559,31,Female,Self-taught,2,4,5,4,8,10,1,6,Risk-averse,Mixed,7,8,9,3,7,Auditory,1,7,9,2,5,7,4,8,5,"Cybersecurity, Astrophysics","Finance, Art",Team-oriented,"Service, Growth",Product Manager
560,31,Female,Graduate,6,7,6,4,9,4,7,1,Collaborative,Mixed,8,10,7,3,8,Reading/Writing,7,10,9,1,6,6,2,10,7,Hospital Management,"AI, Medicine, Environment",Structured/Organized,"Innovation, Adventure, Service",Quantitative Analyst
561,41,Female,Undergraduate,1,1,10,2,9,4,7,7,Intuitive,Intrinsic,10,9,4,7,9,Reading/Writing,10,6,4,5,3,4,1,2,2,Nutrition Science,"Agriculture, Medicine, Teaching",Structured/Organized,"Freedom, Legacy, Security",Athletic Coach
562,22,Female,Undergraduate,1,5,4,1,7,8,8,2,Collaborative,Mixed,7,10,6,5,7,Kinesthetic,2,7,1,1,8,1,4,6,4,"Data Analysis, Surgery","Science, Agriculture, Social Work",Team-oriented,"Legacy, Freedom",UX/UI Designer
563,27,Male,Undergraduate,8,9,8,7,6,3,5,10,Intuitive,Intrinsic,4,3,4,3,3,Visual,2,1,9,6,1,2,5,2,2,"Cybersecurity, Music Composition","Finance, Teaching, Agriculture",Creative/Artistic,"Service, Freedom",Business Development Manager
564,21,Male,Self-taught,3,8,6,10,4,10,5,1,Risk-averse,Intrinsic,10,8,2,8,5,Visual,3,2,2,9,3,1,5,6,4,Music Composition,"Design, Science, Defense, Literature",Creative/Artistic,"Growth, Freedom",Robotics Engineer
565,27,Male,Undergraduate,7,9,4,7,7,1,5,10,Collaborative,Mixed,7,5,7,6,8,Auditory,6,6,7,6,10,1,5,10,5,"Teaching Pedagogy, Data Analysis","Science, Literature, Agriculture, AI",Structured/Organized,"Service, Money",Neuroscience Postdoc
566,19,Male,High School,2,6,4,10,6,6,7,9,Analytical,Intrinsic,9,1,4,6,4,Reading/Writing,4,2,7,8,5,5,3,4,1,Cybersecurity,"Environment, Public Policy",Independent,"Service, Recognition, Adventure",Fashion Stylist
567,43,Male,Self-taught,6,4,5,3,4,10,3,10,Collaborative,Mixed,3,3,10,1,8,Visual,10,10,10,1,10,5,9,9,8,Data Analysis,"Software, Environment",Creative/Artistic,"Service, Adventure, Money",Quantitative Analyst
568,25,Male,Self-taught,8,2,5,6,9,6,8,1,Analytical,Mixed,1,3,1,10,5,Kinesthetic,8,6,2,10,7,8,3,2,10,"Data Analysis, Sports Training","Media, Environment, Art",Flexible Remote,"Innovation, Stability, Recognition",Biotech Researcher
569,17,Female,PhD,7,9,1,10,5,2,1,4,Intuitive,Intrinsic,10,8,9,1,10,Auditory,2,8,10,4,6,10,9,4,1,"Film Direction, Urban Planning","Teaching, Literature",Fast-paced,"Legacy, Growth, Stability",Military Strategist
570,38,Male,Undergraduate,10,8,1,1,8,9,10,8,Collaborative,Mixed,4,3,10,5,10,Kinesthetic,6,8,8,3,6,9,8,10,9,Urban Planning,"Literature, AI, Research, Media",Independent,"Growth, Security",Diplomatic Advisor
571,32,Male,Vocational,5,3,7,8,9,7,5,6,Analytical,Mixed,2,3,10,6,4,Auditory,4,3,8,5,9,6,6,9,4,Music Composition,"Medicine, Finance, Literature, Law",Hands-on/Fieldwork,"Adventure, Money, Legacy",Venture Capital Analyst
572,23,Male,Graduate,9,2,5,4,2,10,1,8,Risk-averse,Extrinsic,1,9,3,4,3,Kinesthetic,2,9,1,2,10,8,1,9,9,Legal Writing,"Space, AI, Defense",Fast-paced,"Freedom, Adventure",HR Specialist
573,32,Male,PhD,6,2,8,6,5,7,3,2,Collaborative,Mixed,1,9,5,3,5,Auditory,6,7,3,2,3,2,4,6,9,"Nutrition Science, Hospital Management","Politics, Agriculture, Public Policy",Flexible Remote,"Growth, Creativity",Athletic Coach
574,18,Female,High School,4,1,3,1,8,10,1,10,Risk-averse,Mixed,1,5,6,2,2,Visual,8,4,10,6,1,2,1,7,9,Astrophysics,"Design, Teaching, Law, Science",Team-oriented,"Freedom, Innovation",Civil Servant
575,33,Female,High School,5,5,10,3,7,4,10,2,Collaborative,Extrinsic,8,6,8,7,5,Visual,10,7,1,1,8,5,6,9,3,Legal Writing,"AI, Art, Social Work, Public Policy",Fast-paced,"Growth, Security",HR Specialist
576,20,Male,Undergraduate,4,2,9,10,3,6,6,6,Risk-averse,Mixed,4,6,4,6,9,Kinesthetic,4,7,10,5,7,1,9,3,9,Astrophysics,"Literature, Defense, Law, Space",Creative/Artistic,"Adventure, Money",Chef
577,23,Female,Vocational,4,1,8,6,8,6,8,1,Collaborative,Intrinsic,7,3,7,8,3,Visual,5,1,2,6,5,10,7,2,6,Diplomacy,"Social Work, Research, Environment, Art",Team-oriented,"Impact, Service",Sports Physiotherapist
578,16,Male,Graduate,7,9,6,10,5,3,9,7,Collaborative,Intrinsic,1,2,8,10,8,Auditory,3,3,1,5,3,1,4,5,8,Legal Writing,"Space, Medicine",Research-driven,"Freedom, Stability",Graphic Designer
579,18,Female,PhD,9,7,7,2,7,9,4,1,Analytical,Mixed,6,3,8,10,10,Kinesthetic,6,4,4,2,6,5,8,4,3,"Teaching Pedagogy, Robotics","Social Work, Space",Team-oriented,"Creativity, Stability, Growth",Neuroscience Postdoc
580,41,Female,Undergraduate,7,8,7,10,4,7,2,3,Risk-averse,Intrinsic,2,9,10,1,10,Auditory,8,8,9,3,2,7,9,2,6,Sports Training,"Research, Art",Fast-paced,"Money, Adventure, Freedom",Tax Advisor
581,30,Male,Vocational,2,8,5,4,5,9,9,8,Risk-averse,Extrinsic,7,6,4,2,5,Kinesthetic,7,9,10,8,10,7,5,6,9,"Legal Writing, Cybersecurity","Literature, Finance, Media",Hands-on/Fieldwork,"Recognition, Innovation, Freedom",eSports Manager
582,28,Female,Self-taught,5,6,7,8,6,6,5,8,Analytical,Intrinsic,2,10,5,3,2,Visual,7,2,3,8,3,3,10,1,4,Renewable Energy Systems,"Finance, Agriculture, Sports, AI",Flexible Remote,"Money, Recognition, Security",Biotech Researcher
583,40,Male,PhD,8,1,10,6,3,1,3,10,Analytical,Intrinsic,9,2,2,4,6,Auditory,1,8,5,10,1,10,4,3,1,Legal Writing,"Social Work, Software, Agriculture",Team-oriented,"Growth, Adventure, Creativity",Military Strategist
584,17,Female,PhD,1,9,7,4,3,4,4,7,Intuitive,Intrinsic,6,8,2,10,1,Reading/Writing,2,9,8,4,8,5,3,4,5,"Fashion Design, Data Analysis","Media, Design, Hospitality",Hands-on/Fieldwork,"Freedom, Recognition",Medical Researcher
585,40,Male,Self-taught,3,9,7,2,5,8,5,9,Collaborative,Extrinsic,3,4,3,2,4,Auditory,6,5,2,1,8,9,5,8,5,Nutrition Science,"Software, Art, AI",Independent,"Money, Service",Athletic Coach
586,34,Male,Graduate,6,7,4,9,2,6,2,4,Risk-averse,Mixed,6,6,1,8,7,Visual,8,10,3,1,3,4,3,7,4,Sports Training,"Research, Politics, Environment, Social Work",Hands-on/Fieldwork,"Adventure, Creativity",Renewable Energy Engineer
587,37,Male,PhD,8,8,4,4,10,7,10,1,Analytical,Mixed,7,1,5,10,8,Visual,8,2,4,2,5,10,8,9,2,"Nutrition Science, Teaching Pedagogy","Space, Teaching",Fast-paced,"Service, Stability, Innovation",Investment Banker
588,20,Male,Self-taught,7,10,1,1,7,5,10,9,Intuitive,Mixed,5,8,4,8,9,Reading/Writing,7,8,3,4,3,5,9,9,3,"Fashion Design, Journalism","Agriculture, Design, Art, Software",Independent,"Adventure, Legacy, Security",Civil Servant
589,23,Female,Graduate,7,3,9,5,6,9,9,4,Collaborative,Extrinsic,7,10,2,6,2,Visual,9,1,4,1,5,4,10,3,1,"Architecture, Teaching Pedagogy","Design, Software",Independent,"Growth, Legacy, Innovation",TV Anchor
590,39,Male,High School,8,1,4,5,4,7,2,5,Risk-averse,Mixed,8,6,6,7,6,Reading/Writing,8,2,4,2,2,5,3,2,10,"Teaching Pedagogy, Film Direction","Finance, Sports",Creative/Artistic,"Adventure, Freedom",Tax Advisor
591,36,Male,Vocational,2,3,8,5,3,10,7,6,Intuitive,Extrinsic,2,8,5,8,7,Reading/Writing,9,1,3,5,8,6,8,6,10,Urban Planning,"Teaching, Finance, Hospitality, Software",Team-oriented,"Freedom, Security",Judge’s Clerk
592,30,Female,Vocational,1,8,4,4,3,1,6,5,Intuitive,Extrinsic,8,7,1,8,8,Kinesthetic,6,4,7,4,1,4,7,1,8,Sports Training,"Teaching, Medicine",Structured/Organized,"Legacy, Freedom",Clinical Psychologist
593,38,Female,Graduate,8,4,8,1,1,1,9,10,Analytical,Mixed,6,10,9,3,3,Auditory,4,3,9,9,7,2,9,2,4,"Sports Training, Urban Planning","Finance, Politics, Environment",Team-oriented,"Security, Recognition",Cybersecurity Analyst
594,32,Male,Vocational,2,2,8,4,10,6,2,5,Intuitive,Intrinsic,6,4,6,8,9,Kinesthetic,2,9,4,2,2,2,1,2,1,"Fashion Design, Teaching Pedagogy","Environment, Science",Creative/Artistic,"Money, Legacy",Diplomat
595,26,Male,Graduate,5,1,6,8,3,8,6,1,Analytical,Mixed,7,10,10,8,10,Reading/Writing,8,9,5,5,10,8,4,4,1,Data Analysis,"Agriculture, AI",Structured/Organized,"Impact, Money, Freedom",Cybersecurity Analyst
596,25,Male,High School,3,3,5,4,8,4,4,7,Analytical,Intrinsic,4,1,6,2,4,Visual,3,10,1,9,5,7,9,3,7,"Music Composition, Nutrition Science","Hospitality, Business, Environment, Design",Structured/Organized,"Adventure, Growth, Stability",Business Development Manager
597,39,Female,PhD,10,8,8,3,9,1,8,9,Collaborative,Mixed,4,8,2,9,7,Kinesthetic,1,8,5,2,6,9,1,1,3,"Urban Planning, Teaching Pedagogy","Environment, Space, Medicine",Creative/Artistic,"Creativity, Security, Recognition",Curriculum Designer
598,21,Female,Graduate,5,8,9,9,1,1,1,10,Intuitive,Extrinsic,2,6,5,7,8,Reading/Writing,10,6,6,2,9,4,4,4,7,Music Composition,"Public Policy, Science, Literature",Team-oriented,"Adventure, Legacy, Freedom",Investment Banker
599,32,Male,High School,3,9,9,6,7,8,7,10,Risk-averse,Extrinsic,10,3,7,5,5,Reading/Writing,1,3,10,10,10,9,7,9,7,"Surgery, Teaching Pedagogy","Teaching, Art",Fast-paced,"Recognition, Creativity, Money",Diplomat
600,40,Male,Self-taught,9,8,1,6,6,7,10,10,Analytical,Mixed,10,9,5,7,6,Auditory,4,1,7,1,9,1,3,7,2,Renewable Energy Systems,"Science, Sports",Structured/Organized,"Adventure, Growth",Medical Researcher
601,29,Male,Graduate,1,3,9,6,7,8,6,7,Analytical,Intrinsic,8,9,9,8,9,Reading/Writing,1,9,8,5,1,4,5,1,10,Architecture,"Medicine, Software, Defense",Team-oriented,"Freedom, Adventure, Security",Climate Scientist
602,23,Male,Graduate,10,4,4,2,9,6,5,2,Collaborative,Extrinsic,2,2,7,7,10,Visual,8,2,1,1,9,1,10,2,8,Music Composition,"Defense, Agriculture, Space, Social Work",Flexible Remote,"Legacy, Freedom",High School Physics Teacher
603,32,Female,Graduate,4,9,5,5,6,6,6,8,Analytical,Extrinsic,7,8,8,3,1,Kinesthetic,7,8,10,4,6,6,7,8,7,Sports Training,"Law, Medicine, Defense",Creative/Artistic,"Recognition, Money, Innovation",Investigative Journalist
604,22,Male,Vocational,9,10,6,6,2,1,4,8,Risk-averse,Extrinsic,7,3,4,1,10,Reading/Writing,6,5,3,6,10,8,10,2,10,"Nutrition Science, Sports Training","Politics, Business, Teaching, Medicine",Hands-on/Fieldwork,"Recognition, Stability",Wildlife Conservationist
605,22,Male,PhD,4,6,4,1,1,8,7,3,Collaborative,Extrinsic,6,3,2,7,5,Kinesthetic,3,7,9,1,3,8,6,1,7,Sports Training,"Software, Agriculture",Creative/Artistic,"Growth, Money, Freedom",AI/ML Engineer
606,26,Male,Undergraduate,10,3,3,7,8,8,7,8,Risk-averse,Intrinsic,6,4,8,5,10,Visual,9,6,9,7,9,6,5,7,10,Cybersecurity,"Medicine, Literature, Science, Finance",Research-driven,"Recognition, Legacy",Marketing Strategist
607,26,Female,PhD,1,4,3,9,7,5,7,3,Intuitive,Intrinsic,5,7,2,5,9,Auditory,8,6,9,2,6,1,4,4,9,Astrophysics,"Business, Design, AI",Flexible Remote,"Service, Security",Data Scientist
608,18,Male,Self-taught,9,9,5,10,1,2,2,4,Collaborative,Extrinsic,3,1,3,7,4,Visual,6,10,9,6,8,3,1,3,2,Wildlife Conservation,"AI, Social Work, Software, Law",Hands-on/Fieldwork,"Adventure, Freedom, Recognition",Graphic Designer
609,31,Female,Self-taught,10,2,8,1,10,8,2,6,Analytical,Extrinsic,10,2,10,9,6,Reading/Writing,5,1,1,6,10,3,7,5,9,"Diplomacy, Urban Planning","Hospitality, Art",Research-driven,"Security, Legacy",Judge’s Clerk
610,34,Female,High School,5,7,1,3,4,9,5,1,Risk-averse,Intrinsic,7,1,5,6,6,Visual,10,9,4,8,8,1,2,9,3,Music Composition,"Public Policy, Politics, Agriculture, Space",Fast-paced,"Impact, Security, Service",Judge’s Clerk
611,36,Female,Vocational,1,4,8,3,10,1,5,7,Collaborative,Intrinsic,8,4,3,5,2,Reading/Writing,2,1,6,10,6,3,5,7,8,"Renewable Energy Systems, Music Composition","Hospitality, Literature, Medicine, Environment",Flexible Remote,"Innovation, Legacy, Creativity",Curriculum Designer
612,30,Female,High School,6,8,5,4,1,4,8,5,Collaborative,Intrinsic,7,4,2,6,10,Reading/Writing,5,7,1,4,5,6,7,4,6,"Nutrition Science, Architecture","Space, Science, Agriculture, Hospitality",Hands-on/Fieldwork,"Legacy, Impact, Security",Quantitative Analyst
613,41,Female,High School,8,5,10,6,5,4,9,5,Analytical,Intrinsic,9,9,10,6,5,Kinesthetic,3,7,10,4,10,5,7,10,2,"Architecture, Film Direction","Public Policy, Media",Fast-paced,"Security, Growth",Corporate Lawyer
614,45,Male,Vocational,4,2,8,4,3,7,5,10,Analytical,Intrinsic,6,6,2,5,8,Auditory,5,9,2,3,6,9,8,8,8,Surgery,"Politics, Agriculture",Hands-on/Fieldwork,"Freedom, Recognition",HR Specialist
615,22,Male,Undergraduate,2,8,3,9,2,8,7,7,Risk-averse,Mixed,8,4,6,4,9,Reading/Writing,10,10,10,10,9,5,2,5,7,Sports Training,"Media, Public Policy",Hands-on/Fieldwork,"Security, Innovation",Cybersecurity Analyst
616,27,Male,High School,2,10,7,6,2,6,5,2,Analytical,Mixed,5,10,6,1,1,Kinesthetic,7,9,10,8,10,9,7,2,6,Architecture,"Art, Hospitality",Flexible Remote,"Impact, Service, Recognition",Product Manager
617,17,Female,PhD,6,7,4,7,8,8,2,10,Intuitive,Mixed,7,8,9,10,7,Reading/Writing,2,7,4,9,4,10,2,7,8,Nutrition Science,"Media, Hospitality",Structured/Organized,"Money, Impact",Wildlife Conservationist
618,16,Male,Vocational,9,6,9,5,2,9,5,10,Collaborative,Mixed,10,3,2,9,2,Reading/Writing,2,9,10,9,3,6,10,6,10,"Diplomacy, Film Direction","Hospitality, AI",Team-oriented,"Innovation, Stability, Money",Chef
619,42,Female,Vocational,8,3,8,5,8,1,4,8,Collaborative,Mixed,9,3,5,10,2,Visual,2,6,3,1,7,3,2,7,9,"Wildlife Conservation, Architecture","Hospitality, Agriculture",Fast-paced,"Creativity, Stability, Legacy",Wildlife Conservationist
620,40,Female,High School,7,5,9,9,10,7,2,4,Risk-averse,Mixed,5,2,10,10,6,Reading/Writing,6,3,1,5,4,3,8,2,7,Film Direction,"Sports, Business",Flexible Remote,"Service, Innovation",Business Development Manager
621,31,Male,Undergraduate,3,8,9,1,1,10,2,2,Risk-averse,Extrinsic,7,4,10,10,6,Kinesthetic,4,4,4,8,7,10,7,10,7,"Robotics, Nutrition Science","Politics, Public Policy, Space",Team-oriented,"Adventure, Service",Neuroscience Postdoc
622,29,Female,Undergraduate,10,8,4,4,8,7,9,7,Risk-averse,Mixed,4,6,7,6,10,Visual,8,6,1,4,4,6,5,5,1,"Nutrition Science, Astrophysics","Research, Hospitality",Creative/Artistic,"Innovation, Recognition, Service",Policy Analyst
623,29,Female,Undergraduate,7,7,10,9,4,10,9,9,Collaborative,Mixed,6,8,8,5,10,Kinesthetic,2,9,8,2,2,2,6,6,4,"Nutrition Science, Teaching Pedagogy","Business, Sports",Team-oriented,"Money, Security",Neuroscience Postdoc
624,43,Male,Vocational,10,2,10,8,2,2,7,9,Intuitive,Mixed,5,3,2,2,10,Kinesthetic,10,3,8,2,1,10,6,2,3,"Renewable Energy Systems, Nutrition Science","Sports, Environment, Politics, Software",Fast-paced,"Recognition, Adventure, Innovation",Judge’s Clerk
625,45,Male,High School,4,8,1,4,2,7,1,2,Intuitive,Mixed,5,10,7,6,9,Visual,7,1,8,8,9,6,10,10,7,"Music Composition, Fashion Design","Science, Social Work, Politics, Environment",Flexible Remote,"Service, Freedom",Cybersecurity Analyst
626,33,Female,Graduate,7,6,8,5,9,6,5,5,Analytical,Extrinsic,2,8,8,4,3,Kinesthetic,9,4,8,7,9,4,3,7,3,"Music Composition, Hospital Management","Agriculture, Environment, Sports",Structured/Organized,"Service, Security",Tax Advisor
627,37,Male,High School,1,3,10,2,6,8,3,1,Collaborative,Intrinsic,5,8,4,4,2,Visual,7,4,9,4,8,9,2,10,1,Robotics,"Art, Media, Design, Environment",Team-oriented,"Legacy, Growth",Medical Researcher
628,24,Male,Graduate,8,1,5,9,10,8,2,10,Risk-averse,Intrinsic,7,1,8,9,2,Kinesthetic,9,7,8,6,8,10,4,5,10,Astrophysics,"Business, Defense, Law, Politics",Independent,"Impact, Creativity",Venture Capital Analyst
629,25,Female,Undergraduate,1,7,10,1,7,7,4,3,Analytical,Mixed,2,10,7,9,10,Auditory,7,5,2,10,4,9,5,10,9,Legal Writing,"Literature, Finance, Sports",Research-driven,"Adventure, Stability",Financial Risk Consultant
630,23,Male,Vocational,10,3,10,6,9,8,5,9,Risk-averse,Intrinsic,6,6,2,10,9,Visual,7,8,3,1,1,8,6,1,10,"Journalism, Nutrition Science","Medicine, Politics, Hospitality",Fast-paced,"Adventure, Creativity, Innovation",Investment Banker
631,39,Female,Undergraduate,2,7,9,1,2,4,4,6,Analytical,Extrinsic,3,6,2,4,10,Visual,4,5,4,9,3,7,3,4,7,"Film Direction, Hospital Management","Teaching, Business",Fast-paced,"Freedom, Service, Recognition",Special Education Specialist
632,28,Male,High School,10,8,1,8,7,4,1,8,Intuitive,Extrinsic,4,10,2,7,6,Auditory,1,1,10,9,7,3,4,5,10,Legal Writing,"Research, Politics",Structured/Organized,"Recognition, Innovation, Money",Climate Scientist
633,23,Male,Undergraduate,5,5,8,1,10,2,3,1,Intuitive,Extrinsic,10,10,9,9,4,Auditory,2,5,9,9,8,6,2,2,4,"Fashion Design, Nutrition Science","Agriculture, Social Work, Environment, Teaching",Structured/Organized,"Recognition, Money",Judge’s Clerk
634,35,Female,Graduate,8,8,5,2,7,4,10,6,Collaborative,Extrinsic,6,10,8,5,9,Visual,6,4,6,5,6,6,5,8,8,"Cybersecurity, Wildlife Conservation","Space, Literature, AI",Fast-paced,"Money, Service, Impact",Biotech Researcher
